Giá,Diện tích,Số phòng ngủ,Số toilet,Địa chỉ nhà,Ngày đăng tin,Ngày hết hạn,Mã tin,Quận,Đường,Lượt xem
20.0,80.0,4,3,"Hẻm 55 Đường Phan Đăng Lưu, Phường 7, Phú Nhuận, Hồ Chí Minh",2023-07-20,2023-08-04,10756,Quận Phú Nhuận,Đường Phan Đăng Lưu,39
23.0,90.0,0,0,"Đường 25, Phường 10, Quận 6, Hồ Chí Minh",2023-04-22,2023-05-07,5864,Quận 6,Đường 25,114
25.0,100.0,5,4,"24A Đường Nguyễn Thái Bình, Phường 4, Tân Bình, Hồ Chí Minh",2023-03-14,2023-03-29,4340,Quận Tân Bình,Đường Nguyễn Thái Bình,65
17.0,40.0,3,4,"178/ Đường Phan Đăng Lưu, Phường 3, Phú Nhuận, Hồ Chí Minh",2023-02-13,2023-02-28,3334,Quận Phú Nhuận,Đường Phan Đăng Lưu,29
50.0,130.0,4,4,"81/ Đường Nguyễn Cửu Vân, Phường 17, Bình Thạnh, Hồ Chí Minh",2023-06-20,2023-07-05,8832,Quận Bình Thạnh,Đường Nguyễn Cửu Vân,89
8.0,18.0,1,2,"Hẻm 68 Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh",2023-05-27,2023-06-11,7050,Quận 1,Đường Trần Quang Khải,107
48.0,110.0,6,4,"192b Đường Phan Xích Long, Phường 2, Phú Nhuận, Hồ Chí Minh",2023-06-16,2023-07-01,8601,Quận Phú Nhuận,Đường Phan Xích Long,34
30.0,126.0,0,0,"Đường Nguyễn Văn Trỗi, Phường 11, Phú Nhuận, Hồ Chí Minh",2023-07-19,2023-08-03,10712,Quận Phú Nhuận,Đường Nguyễn Văn Trỗi,52
18.0,110.0,1,2,"113A Đường Bành Văn Trân, Phường 7, Tân Bình, Hồ Chí Minh",2023-06-15,2023-06-30,8453,Quận Tân Bình,Đường Bành Văn Trân,53
28.0,80.0,0,0,"Đường Hoàng Việt, Phường 4, Tân Bình, Hồ Chí Minh",2023-07-17,2023-08-01,10430,Quận Tân Bình,Đường Hoàng Việt,54
26.0,68.0,4,0,"134 Đường Nguyễn Thái Bình, Phường 12, Tân Bình, Hồ Chí Minh",2023-10-06,2023-10-21,13566,Quận Tân Bình,Đường Nguyễn Thái Bình,21
27.0,85.0,4,4,"15A Đường Út Tịch, Phường 4, Tân Bình, Hồ Chí Minh",2023-09-13,2023-09-28,12976,Quận Tân Bình,Đường Út Tịch,58
29.0,89.0,3,4,"456A Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh",2023-03-09,2023-03-24,4074,Quận 10,Đường Cao Thắng,94
32.0,100.0,0,0,"Đường An Dương Vương, Phường 3, Quận 5, Hồ Chí Minh",2023-09-30,2023-10-15,13352,Quận 5,Đường An Dương Vương,68
20.0,80.0,0,0,"Đường Trần Khắc Chân, Phường 9, Phú Nhuận, Hồ Chí Minh",2023-06-14,2023-06-29,8338,Quận Phú Nhuận,Đường Trần Khắc Chân,60
19.0,300.0,0,0,"1022 Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",2023-08-25,2023-09-09,12533,Quận 12,Đường Hà Huy Giáp,65
30.0,65.0,4,5,"373 Đường Lý Thường Kiệt, Phường 9, Tân Bình, Hồ Chí Minh",2023-02-15,2023-03-02,2127,Quận Tân Bình,Đường Lý Thường Kiệt,89
25.0,60.0,5,3,"378/ Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh",2023-07-08,2023-07-23,9865,Quận 3,Đường Võ Văn Tần,55
25.0,72.0,4,4,"Đường Lý Thường Kiệt, Phường 9, Tân Bình, Hồ Chí Minh",2022-12-23,2023-01-07,1964,Quận Tân Bình,Đường Lý Thường Kiệt,95
35.0,75.0,5,4,"Đường Hoàng Dư Khương, Phường 12, Quận 10, Hồ Chí Minh",2023-03-14,2023-03-29,4336,Quận 10,Đường Hoàng Dư Khương,54
22.0,78.0,3,4,"27A Đường Phạm Cự Lượng, Phường 2, Tân Bình, Hồ Chí Minh",2023-03-17,2023-04-01,4553,Quận Tân Bình,Đường Phạm Cự Lượng,47
7.3,95.0,0,0,"5A Đường Quốc lộ 1A, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",2023-06-23,2023-07-08,9076,Quận 12,Đường Quốc lộ 1A,90
25.0,250.0,5,4,"491/ Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",2023-07-07,2023-07-22,9732,Quận 3,Đường Lê Văn Sỹ,78
30.0,100.0,5,5,"Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",2023-09-11,2023-09-26,12942,Quận Tân Bình,Đường Bạch Đằng,50
30.0,68.0,5,4,"A75 Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",2023-09-16,2023-10-01,13031,Quận Tân Bình,Đường Bạch Đằng,52
21.5,63.0,5,6,"Đường Trần Quang Diệu, Phường 14, Quận 3, Hồ Chí Minh",2023-07-15,2023-07-30,10221,Quận 3,Đường Trần Quang Diệu,46
25.0,60.0,5,3,"Hẻm 524 Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, Hồ Chí Minh",2023-07-05,2023-07-20,9685,Quận 3,Đường Nguyễn Đình Chiểu,35
16.0,80.0,4,4,"80 Đường Đặng Văn Ngữ, Phường 13, Phú Nhuận, Hồ Chí Minh",2023-08-29,2023-09-13,12663,Quận Phú Nhuận,Đường Đặng Văn Ngữ,20
5.5,56.0,2,2,"Đường Số 8, Phường Long Phước, Quận 9, Hồ Chí Minh",2023-06-16,2023-07-01,8622,Quận 9,Đường Số 8,74
45.0,78.0,7,0,"76 Đường Thạch Thị Thanh, Phường Tân Định, Quận 1, Hồ Chí Minh",2023-06-02,2023-06-17,7170,Quận 1,Đường Thạch Thị Thanh,67
20.0,72.0,4,4,"Đường 28, Phường 10, Quận 6, Hồ Chí Minh",2023-07-21,2023-08-05,10877,Quận 6,Đường 28,69
11.0,29.0,0,0,"47 Đường Trần Quốc Toản, Phường 1, Quận 3, Hồ Chí Minh",2023-06-29,2023-07-14,9419,Quận 3,Đường Trần Quốc Toản,66
12.0,75.0,3,3,"Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",2023-07-14,2023-07-29,10079,Quận 9,Đường Bưng Ông Thoàn,99
13.0,75.0,3,4,"Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",2023-07-14,2023-07-29,10080,Quận 9,Đường Bưng Ông Thoàn,48
22.0,60.0,4,3,"Đường Hoàng Kim Giao, Phường 5, Quận 8, Hồ Chí Minh",2023-08-11,2023-08-26,11730,Quận 8,Đường Hoàng Kim Giao,46
18.0,55.0,1,1,"Đường Nguyễn Đình Chiểu, Phường 6, Quận 3, Hồ Chí Minh",2023-07-18,2023-08-02,10626,Quận 3,Đường Nguyễn Đình Chiểu,37
5.5,35.0,1,1,"Dự án Lakeview City Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh",2023-06-06,2023-06-21,7466,Quận 2,Đường Song Hành,84
3.4,25.0,0,0,"Đường M1, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",2023-08-22,2023-09-06,12263,Quận Bình Tân,Đường M1,57
2.0,20.0,0,0,"Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",2023-08-22,2023-09-06,12397,Quận Tân Phú,Đường Bờ Bao Tân Thắng,103
18.0,45.0,0,0,"Đường Số 69, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",2023-06-09,2023-06-24,7693,Quận 2,Đường Số 69,93
35.0,90.0,0,0,"Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",2023-09-30,2023-10-15,13290,Quận 4,Đường Bến Vân Đồn,44
16.0,150.0,0,0,"Đường Huy Cận, Phường Phước Long B, Quận 9, Hồ Chí Minh",2023-08-19,2023-09-03,12118,Quận 9,Đường Huy Cận,43
25.0,116.0,0,0,"Đường 3/2, Phường 15, Quận 11, Hồ Chí Minh",2023-08-16,2023-08-31,12012,Quận 11,Đường 3/2,73
13.0,52.0,2,2,"Đường Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Hồ Chí Minh",2023-12-06,2023-12-20,17803,Quận Bình Thạnh,Đường Xô Viết Nghệ Tĩnh,24
30.0,120.0,0,0,"Đường Vĩnh Khánh, Phường 10, Quận 4, Hồ Chí Minh",2023-09-30,2023-10-15,13296,Quận 4,Đường Vĩnh Khánh,49
18.0,80.0,0,0,"Đường Nguyễn Thị Minh Khai, Phường 6, Quận 3, Hồ Chí Minh",2023-07-18,2023-08-02,10596,Quận 3,Đường Nguyễn Thị Minh Khai,36
13.6,80.0,2,2,"Đường Hồ Văn Huê, Phường 8, Phú Nhuận, Hồ Chí Minh",2023-07-18,2023-08-02,10495,Quận Phú Nhuận,Đường Hồ Văn Huê,51
13.0,38.0,1,1,"36 Đường Cô Giang, Phường 2, Phú Nhuận, Hồ Chí Minh",2023-07-18,2023-08-02,10501,Quận Phú Nhuận,Đường Cô Giang,56
6.5,40.0,2,1,"Đường Phổ Quang, Phường 9, Phú Nhuận, Hồ Chí Minh",2023-06-24,2023-07-09,9163,Quận Phú Nhuận,Đường Phổ Quang,61
10.3,50.0,1,1,"Đường Trần Kế Xương, Phường 7, Phú Nhuận, Hồ Chí Minh",2023-07-18,2023-08-02,10484,Quận Phú Nhuận,Đường Trần Kế Xương,44
12.0,40.0,1,0,"Đường Số 4, Phường Thảo Điền, Quận 2, Hồ Chí Minh",2023-06-09,2023-06-24,7637,Quận 2,Đường Số 4,99
5.5,35.0,1,1,"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",2023-06-23,2023-07-08,9054,Quận 12,Đường Phan Văn Hớn,72
10.0,45.0,1,1,"Đường Thích Quảng Đức, Phường 3, Phú Nhuận, Hồ Chí Minh",2023-07-18,2023-08-02,10500,Quận Phú Nhuận,Đường Thích Quảng Đức,46
10.0,55.0,1,1,"Đường Cửu Long, Phường 2, Tân Bình, Hồ Chí Minh",2023-07-18,2023-08-02,10560,Quận Tân Bình,Đường Cửu Long,51
10.0,55.0,1,1,"Đường Cửu Long, Phường 2, Tân Bình, Hồ Chí Minh",2023-06-26,2023-07-11,9256,Quận Tân Bình,Đường Cửu Long,79
6.5,40.0,0,0,"Đường Phan Tây Hồ, Phường 7, Phú Nhuận, Hồ Chí Minh",2023-06-24,2023-07-09,9172,Quận Phú Nhuận,Đường Phan Tây Hồ,49
9.0,80.0,0,0,"Đường Âu Cơ, Phường 15, Quận 11, Hồ Chí Minh",2023-06-23,2023-07-08,8976,Quận 11,Đường Âu Cơ,60
10.0,60.0,2,1,"Đường Cách Mạng Tháng Tám, Phường 15, Quận 10, Hồ Chí Minh",2023-07-14,2023-07-29,10135,Quận 10,Đường Cách Mạng Tháng Tám,47
8.0,60.0,0,0,"29 Đường Nguyễn Thị Huỳnh, Phường 8, Phú Nhuận, Hồ Chí Minh",2023-06-24,2023-07-09,9184,Quận Phú Nhuận,Đường Nguyễn Thị Huỳnh,58
9.3,45.0,1,1,"Đường Hoàng Văn Thụ, Phường 8, Phú Nhuận, Hồ Chí Minh",2023-06-24,2023-07-09,9166,Quận Phú Nhuận,Đường Hoàng Văn Thụ,33
6.2,35.0,1,1,"Đường Trần Huy Liệu, Phường 12, Phú Nhuận, Hồ Chí Minh",2023-06-24,2023-07-09,9161,Quận Phú Nhuận,Đường Trần Huy Liệu,37
9.0,40.0,0,0,"194 Đường Nguyễn Chí Thanh, Phường 2, Quận 11, Hồ Chí Minh",2023-06-23,2023-07-08,9004,Quận 11,Đường Nguyễn Chí Thanh,70
16.0,94.0,3,1,"Đường Hoàng Hoa Thám, Phường 13, Tân Bình, Hồ Chí Minh",2023-12-08,2023-12-22,18096,Quận Tân Bình,Đường Hoàng Hoa Thám,14
9.0,30.0,1,1,"Đường Phùng Văn Cung, Phường 7, Phú Nhuận, Hồ Chí Minh",2023-06-24,2023-07-09,9167,Quận Phú Nhuận,Đường Phùng Văn Cung,67
8.0,54.0,2,1,"Đường Ngô Gia Tự, Phường 2, Quận 10, Hồ Chí Minh",2023-06-22,2023-07-07,8901,Quận 10,Đường Ngô Gia Tự,74
7.5,35.0,1,1,"Đường Số 44, Phường Thảo Điền, Quận 2, Hồ Chí Minh",2023-06-06,2023-06-21,7450,Quận 2,Đường Số 44,94
10.0,60.0,1,1,"Đường Cách Mạng Tháng Tám, Phường 13, Quận 3, Hồ Chí Minh",2023-06-28,2023-07-13,9384,Quận 3,Đường Cách Mạng Tháng Tám,30
14.0,45.0,0,0,"Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",2023-07-18,2023-08-02,10587,Quận Tân Bình,Đường Cách Mạng Tháng Tám,33
6.0,40.0,1,1,"Đường Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh",2023-06-22,2023-07-07,8892,Quận 10,Đường Lý Thường Kiệt,33
6.0,45.0,1,1,"Đường Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh",2023-06-22,2023-07-07,8896,Quận 10,Đường Lý Thường Kiệt,38
14.0,75.0,2,2,"128 Đường Hồng Hà, Phường 9, Phú Nhuận, Hồ Chí Minh",2023-07-18,2023-08-02,10490,Quận Phú Nhuận,Đường Hồng Hà,49
5.5,30.0,0,0,"48/11G, Đường Hồ Biểu Chánh, Phường 11, Phú Nhuận, Hồ Chí Minh",2023-06-24,2023-07-09,9186,Quận Phú Nhuận,Đường Hồ Biểu Chánh,39
16.0,81.0,2,2,"Đường Trường Sa, Phường 12, Quận 3, Hồ Chí Minh",2023-07-18,2023-08-02,10631,Quận 3,Đường Trường Sa,41
21.0,74.0,2,2,"Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",2023-07-20,2023-08-04,10780,Quận 4,Đường Bến Vân Đồn,105
5.5,25.0,0,0,"83/6, Đường Hòa Hưng, Phường 12, Quận 10, Hồ Chí Minh",2023-06-22,2023-07-07,8909,Quận 10,Đường Hòa Hưng,45
12.0,45.0,1,1,"Đường Huỳnh Văn Bánh, Phường 17, Phú Nhuận, Hồ Chí Minh",2023-07-18,2023-08-02,10504,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,41
5.0,32.0,1,1,"Đường Trần Minh Quyền, Phường 11, Quận 10, Hồ Chí Minh",2023-06-22,2023-07-07,8889,Quận 10,Đường Trần Minh Quyền,86
5.0,32.0,0,0,"Đường Trần Minh Quyền, Phường 11, Quận 10, Hồ Chí Minh",2023-06-22,2023-07-07,8895,Quận 10,Đường Trần Minh Quyền,84
6.7,30.0,1,1,"Đường Trần Huy Liệu, Phường 8, Phú Nhuận, Hồ Chí Minh",2023-06-24,2023-07-09,9162,Quận Phú Nhuận,Đường Trần Huy Liệu,95
6.0,30.0,1,1,"Đường Trần Huy Liệu, Phường 8, Phú Nhuận, Hồ Chí Minh",2023-06-24,2023-07-09,9164,Quận Phú Nhuận,Đường Trần Huy Liệu,102
5.0,60.0,0,0,"Đường Đông Hưng Thuận 2, Phường Tân Hưng Thuận, Quận 12, Hồ Chí Minh",2023-08-07,2023-08-22,11536,Quận 12,Đường Đông Hưng Thuận 2,114
7.5,30.0,0,0,"86/24/3, Đường Ông Ích Khiêm, Phường 14, Quận 11, Hồ Chí Minh",2023-06-23,2023-07-08,8990,Quận 11,Đường Ông Ích Khiêm,92
7.5,30.0,1,1,"Đường Ông Ích Khiêm, Phường 14, Quận 11, Hồ Chí Minh",2023-06-23,2023-07-08,8996,Quận 11,Đường Ông Ích Khiêm,75
22.0,115.0,0,0,"Đường Lê Đại Hành, Phường 15, Quận 11, Hồ Chí Minh",2023-08-16,2023-08-31,12010,Quận 11,Đường Lê Đại Hành,55
6.4,32.0,0,0,"Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",2023-08-07,2023-08-22,11593,Quận Bình Thạnh,Đường Nguyễn Hữu Cảnh,89
6.5,32.0,0,0,"324 Đường Lý Thường Kiệt, Phường 14, Quận 11, Hồ Chí Minh",2023-06-23,2023-07-08,9003,Quận 11,Đường Lý Thường Kiệt,86
5.0,30.0,0,0,"Đường Lý Thường Kiệt, Phường 15, Quận 11, Hồ Chí Minh",2023-08-07,2023-08-22,11533,Quận 11,Đường Lý Thường Kiệt,71
5.0,30.0,0,0,"42 Đường Lữ Gia, Phường 15, Quận 11, Hồ Chí Minh",2023-06-23,2023-07-08,8998,Quận 11,Đường Lữ Gia,84
12.2,76.0,2,2,"Dự án Jamila Khang Điền, Đường Song Hành, Phường Phú Hữu, Quận 9, Hồ Chí Minh",2023-07-14,2023-07-29,10120,Quận 9,Đường Song Hành,56
11.0,76.0,2,2,"Đường Song Hành, Phường Phú Hữu, Quận 9, Hồ Chí Minh",2023-07-14,2023-07-29,10119,Quận 9,Đường Song Hành,60
20.0,78.0,0,0,"Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh",2023-08-16,2023-08-31,11956,Quận 10,Đường Tô Hiến Thành,80
6.0,30.0,1,1,"Hẻm 86 Đường Ông Ích Khiêm, Phường 14, Quận 11, Hồ Chí Minh",2023-06-23,2023-07-08,8999,Quận 11,Đường Ông Ích Khiêm,88
6.5,40.0,1,1,"Đường Phan Văn Sửu, Phường 13, Tân Bình, Hồ Chí Minh",2023-06-26,2023-07-11,9253,Quận Tân Bình,Đường Phan Văn Sửu,48
9.0,80.0,2,2,"Đường Tạ Quang Bửu, Phường 6, Quận 8, Hồ Chí Minh",2023-06-16,2023-07-01,8586,Quận 8,Đường Tạ Quang Bửu,73
6.0,30.0,1,1,"Hẻm 400 /16 - 17 Đường Hồng Bàng, Phường 16, Quận 11, Hồ Chí Minh",2023-06-23,2023-07-08,8989,Quận 11,Đường Hồng Bàng,90
22.0,119.0,2,2,"Đường Lê Đại Hành, Phường 15, Quận 11, Hồ Chí Minh",2023-08-16,2023-08-31,12005,Quận 11,Đường Lê Đại Hành,70
7.0,42.0,1,1,"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",2023-06-23,2023-07-08,9053,Quận 12,Đường Phan Văn Hớn,71
30.0,76.0,0,0,"Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",2023-09-30,2023-10-15,13307,Quận 4,Đường Bến Vân Đồn,76
5.9,30.0,1,1,"1 Đường Dương Bá Trạc, Phường 1, Quận 8, Hồ Chí Minh",2023-06-16,2023-07-01,8605,Quận 8,Đường Dương Bá Trạc,63
18.0,59.0,0,0,"351/5D Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",2023-09-26,2023-10-11,13187,Quận Bình Thạnh,Đường Nơ Trang Long,22
11.0,60.0,0,0,"Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",2023-07-18,2023-08-02,10588,Quận Tân Bình,Đường Bạch Đằng,68
25.0,80.0,8,8,"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",2023-07-27,2023-08-11,11064,Quận 7,Đường Lâm Văn Bền,74
20.0,76.0,4,3,"159/ Đường Hoàng Văn Thụ, Phường 8, Phú Nhuận, Hồ Chí Minh",2023-06-15,2023-06-30,8445,Quận Phú Nhuận,Đường Hoàng Văn Thụ,51
27.0,48.0,5,4,"Đường Hoa Thị, Phường 7, Phú Nhuận, Hồ Chí Minh",2023-03-08,2023-03-23,4018,Quận Phú Nhuận,Đường Hoa Thị,92
11.0,80.0,0,0,"416/34, Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, Hồ Chí Minh",2023-06-29,2023-07-14,9416,Quận 3,Đường Nguyễn Đình Chiểu,105
25.0,90.0,0,0,"38A Đường Đỗ Xuân Hợp, Phường Phước Long A, Quận 9, Hồ Chí Minh",2023-08-14,2023-08-29,11845,Quận 9,Đường Đỗ Xuân Hợp,86
10.0,60.0,0,0,"Đường Nguyễn Văn Tăng, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",2023-07-14,2023-07-29,10105,Quận 9,Đường Nguyễn Văn Tăng,64
12.0,20.0,0,0,"Đường Điện Biên Phủ, Phường 11, Quận 10, Hồ Chí Minh",2023-07-14,2023-07-29,10197,Quận 10,Đường Điện Biên Phủ,50
15.0,120.0,0,0,"32 Đường Nguyễn Duy Hiệu, Phường Thảo Điền, Quận 2, Hồ Chí Minh",2023-06-09,2023-06-24,7706,Quận 2,Đường Nguyễn Duy Hiệu,121
30.0,120.0,0,0,"Đường Vĩnh Khánh, Phường 10, Quận 4, Hồ Chí Minh",2023-09-30,2023-10-15,13304,Quận 4,Đường Vĩnh Khánh,45
6.0,35.0,0,0,"97a Đường 22, Phường Phước Long B, Quận 9, Hồ Chí Minh",2023-06-20,2023-07-05,8779,Quận 9,Đường 22,72
35.0,360.0,0,0,"120 Đường Thích Quảng Đức, Phường 4, Phú Nhuận, Hồ Chí Minh",2023-07-07,2023-07-22,9775,Quận Phú Nhuận,Đường Thích Quảng Đức,76
3.0,30.0,0,0,"69 Đường Trang Tử, Phường 14, Quận 5, Hồ Chí Minh",2023-08-07,2023-08-22,11444,Quận 5,Đường Trang Tử,65
1.75,60.0,2,0,"Đường Số 4, Phường 16, Gò Vấp, Hồ Chí Minh",2023-08-22,2023-09-06,12317,Quận Gò Vấp,Đường Số 4,51
2.0,917.0,0,0,"Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh",2023-10-30,2023-11-14,15114,Quận 10,Đường Cao Thắng,31
27.0,250.0,0,0,"Đường Trần Xuân Soạn, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",2023-10-04,2023-10-19,13532,Quận 7,Đường Trần Xuân Soạn,48
7.0,48.0,1,1,"Dự án The Era Town, Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",2023-06-16,2023-07-01,8480,Quận 7,Đường Nguyễn Lương Bằng,76
8.0,66.0,2,1,"Đường Hoàng Kim Giao, Phường 5, Quận 8, Hồ Chí Minh",2023-06-16,2023-07-01,8584,Quận 8,Đường Hoàng Kim Giao,58
10.0,79.0,3,2,"Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",2023-07-17,2023-08-01,10365,Quận 12,Đường Thạnh Xuân 13,83
16.0,120.0,3,2,"14B Đường Kỳ Đồng, Phường 9, Quận 3, Hồ Chí Minh",2023-07-19,2023-08-03,10658,Quận 3,Đường Kỳ Đồng,41
35.0,100.0,6,6,"5A Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh",2023-03-24,2023-04-08,4872,Quận 1,Đường Trần Quang Khải,34
18.0,82.0,3,2,"Đường Tạ Quang Bửu, Phường 5, Quận 8, Hồ Chí Minh",2023-08-12,2023-08-27,11785,Quận 8,Đường Tạ Quang Bửu,66
7.0,77.0,2,2,"Dự án Centum Wealth, Đường Phan Chu Trinh, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",2023-06-20,2023-07-05,8763,Quận 9,Đường Phan Chu Trinh,68
70.0,280.0,0,0,"Đường Hòa Hưng, Phường 12, Quận 10, Hồ Chí Minh",2023-10-25,2023-11-09,14768,Quận 10,Đường Hòa Hưng,37
11.0,31.0,1,1,"Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh",2023-07-14,2023-07-29,10145,Quận 10,Đường Cao Thắng,40
6.5,32.0,0,0,"12-14, Đường Hoàng Việt, Phường 4, Tân Bình, Hồ Chí Minh",2023-06-26,2023-07-11,9269,Quận Tân Bình,Đường Hoàng Việt,35
7.3,28.0,0,0,"522 Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh",2023-06-26,2023-07-11,9275,Quận Tân Bình,Đường Cộng Hòa,28
10.0,55.0,0,0,"Đường Phan Đình Phùng, Phường 17, Phú Nhuận, Hồ Chí Minh",2023-07-18,2023-08-02,10494,Quận Phú Nhuận,Đường Phan Đình Phùng,52
11.5,50.0,0,0,"Đường Phan Đình Phùng, Phường 17, Phú Nhuận, Hồ Chí Minh",2023-07-18,2023-08-02,10493,Quận Phú Nhuận,Đường Phan Đình Phùng,31
6.3,25.0,0,0,"2A Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",2023-06-26,2023-07-11,9268,Quận Tân Bình,Đường Bạch Đằng,32
14.0,40.0,0,0,"Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh",2023-06-29,2023-07-14,9417,Quận 3,Đường Võ Văn Tần,37
3.0,35.0,0,0,"Đường Quốc lộ 1A, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",2023-07-28,2023-08-12,11153,Quận 12,Đường Quốc lộ 1A,71
4.3,15.0,0,0,"Đường Cao Thắng, Phường 17, Phú Nhuận, Hồ Chí Minh",2023-08-07,2023-08-22,11555,Quận Phú Nhuận,Đường Cao Thắng,69
5.4,24.0,0,0,"Đường Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh",2023-08-07,2023-08-22,11509,Quận 10,Đường Lý Thường Kiệt,57
5.0,20.0,0,0,"73A/45, Đường Dương Bá Trạc, Phường 1, Quận 8, Hồ Chí Minh",2023-06-16,2023-07-01,8598,Quận 8,Đường Dương Bá Trạc,76
45.0,75.0,3,4,"Đường Nguyễn Văn Trỗi, Phường 12, Phú Nhuận, Hồ Chí Minh",2023-04-28,2023-05-13,5383,Quận Phú Nhuận,Đường Nguyễn Văn Trỗi,47
